10,38,-16
10,18,-12
18,50,-12
10,58,-4
34,54,-8
38,34,-12
22,38,44
38,34,36
50,14,20
50,30,16
6,50,32
10,6,64
10,-22,72
42,-2,52
50,-6,16
46,-22,52
26,-58,60
46,-42,48
58,-30,32
46,-58,36
10,-54,52
22,-82,32
38,-78,16
42,-74,-4
14,-90,8
10,-78,28
18,-66,-4
34,-42,-16
46,-18,12
58,-18,8
62,-34,0
54,-26,-20
42,18,-20
38,18,-32
26,-14,-20
6,38,16
10,-14,44
6,-42,28
38,10,4
-6,38,-16
-6,18,-8
-14,50,-12
-6,54,-4
-30,54,-8
-38,34,-8
-18,34,48
-34,34,36
-46,18,24
-46,34,16
-6,54,32
-6,2,64
-2,-30,72
-38,-6,52
-50,-6,16
-38,-26,56
-22,-58,64
-42,-46,52
-54,-30,36
-42,-58,40
-6,-54,48
-22,-78,32
-34,-78,20
-34,-82,-4
-10,-90,8
-10,-78,32
-14,-66,0
-30,-38,-16
-42,-18,12
-54,-22,8
-54,-38,0
-50,-30,-20
-46,18,-16
-42,18,-32
-22,-14,-20
-6,42,16
-6,-10,44
-6,-42,24
-38,10,4
